nfreq,date,year,parentcode_indus,industryparentname,employees_covered_by_the_survey,lower_quartile_nok,median_nok,mean_nok,upper_quartile_nok,alder_aar,tu31,tuvekt,is_male,is_union,has_education_primary,has_education_juniorhigh,has_education_some_hs,has_education_finished_hs,has_education_trade_school,has_education_bachelor,has_education_master,has_education_doctor,has_education_ungiven,lessthantwenty,twenty,thirty,fourty,fifty,sixty,seventyplus,sector_private,sector_municipal,sector_county,sector_centralgov,employment_onleave_employee,employment_employee,employment_selfemployed,employment_onleave_selfemployed,employment_onleave_familyemploy,employment_familyemploy,employment_employee_ungiven,employment_military,collective_agreement_yes,collective_agreement_combination,collective_agreement_no,fulltime,parttime
83,2013-12-31,2013,A,"Agriculture, forestry and fishing",3255,31800,37100,39700,44100,39.63855421686747,NA,305.9193842479518,0.7710843373493976,0.3132530120481928,0,0.26506024096385544,0.13253012048192772,0.3855421686746988,0.03614457831325301,0.12048192771084336,0.03614457831325301,0,0.02409638554216867,0.12048192771084336,0.20481927710843373,0.2289156626506024,0.14457831325301204,0.21686746987951808,0.08433734939759036,0,0.9879518072289156,0.01204819277108433,0,0,0.26506024096385544,0.7349397590361446,0,0,0,0,0,0,0.3855421686746988,0,0.3855421686746988,0.9759036144578314,0.02409638554216867
190,2014-12-31,2014,A,"Agriculture, forestry and fishing",3537,33400,39500,41900,46000,47.85263157894737,NA,270.070922043,0.7894736842105263,0.12105263157894736,0.00526315789473684,0.18421052631578944,0.24736842105263157,0.3736842105263158,0.03157894736842105,0.10526315789473684,0.04210526315789473,0,0.01052631578947368,0.05263157894736842,0.08421052631578947,0.1368421052631579,0.25263157894736843,0.2631578947368421,0.2,0.01052631578947368,0.9947368421052633,0,0.00526315789473684,0,0.06315789473684211,0.30526315789473685,0.5842105263157895,0.04210526315789473,0.00526315789473684,0,0,0,0.15263157894736842,0.05263157894736842,0.13157894736842105,0.3526315789473684,0.01578947368421052
282,2013-12-31,2013,B,Mining and quarrying,54163,45200,57100,63800,73800,43.276595744680854,NA,293.99128274673757,0.7872340425531915,0.6382978723404256,0,0.07446808510638298,0.05319148936170213,0.36879432624113473,0.06028368794326241,0.2801418439716312,0.13829787234042554,0.01773049645390071,0.00709219858156028,0.00709219858156028,0.1453900709219858,0.25886524822695034,0.30141843971631205,0.23404255319148937,0.05319148936170213,0,0.9822695035460992,0,0,0.01418439716312056,0.2304964539007092,0.7695035460992907,0,0,0,0,0,0,0.450354609929078,0,0.2907801418439716,0.9893617021276596,0.01063829787234042
264,2014-12-31,2014,B,Mining and quarrying,55498,47000,58900,65400,74800,43.20454545454545,NA,282.0255974668561,0.7992424242424242,0.6742424242424242,0,0.09848484848484848,0.04166666666666666,0.3787878787878788,0.08333333333333333,0.24242424242424243,0.14393939393939395,0.01136363636363636,0,0.01136363636363636,0.1553030303030303,0.2272727272727273,0.3409090909090909,0.21212121212121213,0.05303030303030303,0,0.9734848484848484,0,0,0.02272727272727272,0.2196969696969697,0.7765151515151515,0.00378787878787878,0,0,0,0,0,0.4924242424242424,0.14015151515151514,0.32575757575757575,0.981060606060606,0.01515151515151515
731,2013-12-31,2013,C,Manufacturing,133771,31300,36800,41400,46200,44.240766073871406,NA,284.5139976120657,0.7797537619699042,0.5266757865937073,0,0.19835841313269495,0.1094391244870041,0.3967168262653899,0.06155950752393981,0.1491108071135431,0.06839945280437756,0.0054719562243502,0.01094391244870041,0.02735978112175102,0.13132694938440492,0.2024623803009576,0.3146374829001368,0.2270861833105335,0.0957592339261286,0.00136798905608755,0.9890560875512996,0.00136798905608755,0,0.00136798905608755,0.10533515731874143,0.8946648426812586,0,0,0,0,0,0,0.4596443228454172,0,0.2913816689466484,0.9589603283173734,0.03967168262653899
774,2014-12-31,2014,C,Manufacturing,133071,32300,37900,42500,47600,44.49095607235142,NA,287.5223306422093,0.7855297157622739,0.5051679586563308,0.00129198966408268,0.1925064599483204,0.09043927648578812,0.41214470284237725,0.05297157622739018,0.17571059431524547,0.06718346253229975,0.00645994832041343,0.00129198966408268,0.02325581395348837,0.16020671834625322,0.1925064599483204,0.2622739018087855,0.25452196382428943,0.1020671834625323,0.00516795865633075,0.9896640826873384,0,0.00129198966408268,0.00258397932816537,0.09431524547803616,0.8798449612403101,0.02325581395348837,0.00129198966408268,0,0.00129198966408268,0,0,0.4418604651162791,0.17054263565891473,0.3023255813953488,0.9366925064599484,0.03617571059431524
53,2013-12-31,2013,D,"Electricity, gas, steam and air conditioning supply",9817,38900,44000,49900,56600,46.716981132075475,NA,256.4063524420755,0.6981132075471698,0.71698113207547165,0,0.05660377358490566,0.05660377358490566,0.3584905660377358,0.16981132075471697,0.22641509433962265,0.1320754716981132,0,0,0,0.1320754716981132,0.18867924528301888,0.3018867924528302,0.20754716981132076,0.16981132075471697,0,0.8113207547169812,0.03773584905660377,0,0.1509433962264151,0.1320754716981132,0.8679245283018868,0,0,0,0,0,0,0.33962264150943394,0,0.16981132075471697,1,0
58,2014-12-31,2014,D,"Electricity, gas, steam and air conditioning supply",9987,39900,45700,51600,59100,47.310344827586206,NA,266.1396901117241,0.7586206896551724,0.8103448275862069,0,0.06896551724137931,0.03448275862068965,0.5172413793103449,0.1206896551724138,0.1896551724137931,0.06896551724137931,0,0,0.06896551724137931,0.1206896551724138,0.10344827586206896,0.22413793103448276,0.29310344827586204,0.1724137931034483,0.01724137931034482,0.7586206896551724,0.08620689655172414,0.03448275862068965,0.1206896551724138,0.01724137931034482,0.9655172413793104,0,0.01724137931034482,0,0,0,0,0.4482758620689655,0.15517241379310345,0.13793103448275862,0.9310344827586208,0.06896551724137931
43,2013-12-31,2013,E,"Water supply; sewerage, waste management and remediation activities",8966,31000,34700,38400,41700,45.74418604651163,NA,268.7287518283721,0.813953488372093,0.5813953488372093,0,0.32558139534883723,0,0.46511627906976744,0.02325581395348837,0.13953488372093023,0.04651162790697674,0,0,0.02325581395348837,0.09302325581395347,0.23255813953488372,0.3023255813953488,0.16279069767441862,0.18604651162790695,0,0.5581395348837209,0.4186046511627907,0.02325581395348837,0,0.06976744186046512,0.9302325581395348,0,0,0,0,0,0,0.20930232558139536,0,0.2558139534883721,0.9534883720930232,0.04651162790697674
49,2014-12-31,2014,E,"Water supply; sewerage, waste management and remediation activities",9658,31800,35500,39000,42800,45.224489795918366,NA,294.92854246836737,0.8367346938775511,0.5714285714285714,0,0.22448979591836735,0.08163265306122448,0.4693877551020408,0.04081632653061224,0.12244897959183672,0.06122448979591836,0,0,0,0.12244897959183672,0.2653061224489796,0.2857142857142857,0.20408163265306123,0.12244897959183672,0,0.5102040816326531,0.40816326530612246,0.06122448979591836,0,0.14285714285714285,0.8367346938775511,0.02040816326530612,0,0,0,0,0,0.22448979591836735,0.08163265306122448,0.16326530612244897,0.9591836734693876,0.02040816326530612
596,2013-12-31,2013,F,Construction,73942,31200,36000,38400,42300,40.5755033557047,NA,295.03873049052015,0.9177852348993288,0.3523489932885906,0,0.21308724832214765,0.08389261744966443,0.5201342281879194,0.06375838926174497,0.09395973154362416,0.01677852348993288,0,0.00838926174496644,0.05536912751677853,0.19630872483221476,0.25838926174496646,0.23657718120805368,0.1912751677852349,0.06208053691275168,0,0.971476510067114,0.01677852348993288,0,0.00838926174496644,0.11073825503355704,0.889261744966443,0,0,0,0,0,0,0.2936241610738255,0,0.3942953020134228,0.9664429530201344,0.0285234899328859
705,2014-12-31,2014,F,Construction,78135,31900,37100,39500,43700,41.13900709219858,NA,290.48025357025534,0.9120567375886524,0.3276595744680851,0,0.22411347517730495,0.06950354609929078,0.5234042553191489,0.05390070921985816,0.11347517730496454,0.01276595744680851,0,0.00283687943262411,0.04397163120567376,0.2198581560283688,0.21418439716312057,0.24680851063829787,0.19432624113475175,0.07943262411347518,0.00141843971631205,0.9588652482269504,0.02553191489361702,0,0.01418439716312056,0.10212765957446808,0.7390070921985815,0.1304964539007092,0.02553191489361702,0.00141843971631205,0.00141843971631205,0,0,0.2978723404255319,0.12907801418439716,0.3432624113475177,0.8184397163120567,0.02411347517730496
1041,2013-12-31,2013,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,106240,29100,34400,38700,43000,38.46205571565802,NA,315.9361816699712,0.5408261287223823,0.23439000960614795,0.00192122958693563,0.2728146013448607,0.0999039385206532,0.4207492795389049,0.04130643611911623,0.13064361191162344,0.02305475504322766,9.606147934678194e-4,0.00864553314121037,0.11335254562920268,0.24591738712776176,0.17579250720461095,0.24015369836695483,0.15946205571565802,0.06340057636887608,0.00192122958693563,0.9817483189241114,9.606147934678194e-4,0,0.00384245917387127,0.12007684918347744,0.8799231508165226,0,0,0,0,0,0,0.37752161383285304,0,0.37752161383285304,0.951969260326609,0.04322766570605187
1080,2014-12-31,2014,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,107630,29800,35100,39300,43800,39.54444444444445,NA,320.26454934826853,0.5583333333333333,0.23055555555555557,9.25925925925926e-4,0.27870370370370373,0.0925925925925926,0.4222222222222222,0.02777777777777777,0.14907407407407408,0.02129629629629629,0.00185185185185185,0.00555555555555555,0.09074074074074076,0.24444444444444444,0.17777777777777778,0.22870370370370371,0.175,0.08055555555555556,0.00277777777777777,0.9796296296296296,0.00185185185185185,9.25925925925926e-4,0.00648148148148148,0.08888888888888889,0.8574074074074074,0.05,0.0037037037037037,0,0,0,0,0.38055555555555554,0.1037037037037037,0.39351851851851855,0.9101851851851852,0.0324074074074074
447,2013-12-31,2013,H,Transportation and storage,70188,30500,35300,40600,47000,45.15436241610738,NA,287.70555127738254,0.7897091722595079,0.5682326621923938,0.00447427293064876,0.25727069351230425,0.12751677852348994,0.3534675615212528,0.06711409395973154,0.16778523489932887,0.02013422818791946,0,0.00223713646532438,0.02684563758389261,0.14093959731543623,0.1767337807606264,0.2841163310961969,0.2550335570469799,0.116331096196868,0,0.883668903803132,0.0134228187919463,0.00447427293064876,0.0894854586129754,0.1476510067114094,0.8523489932885906,0,0,0,0,0,0,0.4988814317673378,0,0.2259507829977629,0.9552572706935124,0.04026845637583892
481,2014-12-31,2014,H,Transportation and storage,70325,31500,36400,41900,48100,45.688149688149686,NA,290.41746953424115,0.8045738045738046,0.525987525987526,0.00207900207900207,0.24532224532224536,0.1205821205821206,0.40540540540540543,0.06237006237006237,0.14760914760914762,0.01247401247401247,0,0.00415800415800415,0.00831600831600831,0.1392931392931393,0.21621621621621623,0.2224532224532225,0.29521829521829523,0.11434511434511437,0.00415800415800415,0.9168399168399168,0.01247401247401247,0.00623700623700623,0.05613305613305613,0.14137214137214138,0.7817047817047817,0.07484407484407485,0.00207900207900207,0,0,0,0,0.5114345114345115,0.07484407484407485,0.22661122661122665,0.8752598752598753,0.04781704781704782
203,2013-12-31,2013,I,Accommodation and food service activities,18279,24700,28200,31200,35000,33.51724137931034,NA,318.56590063108376,0.3694581280788177,0.24630541871921183,0,0.2512315270935961,0.07881773399014778,0.42857142857142855,0.04926108374384237,0.1477832512315271,0.01970443349753694,0,0.02463054187192118,0.1477832512315271,0.3103448275862069,0.26108374384236455,0.18719211822660095,0.07881773399014778,0.0147783251231527,0,0.955665024630542,0.00492610837438423,0,0.00492610837438423,0.19704433497536947,0.8029556650246306,0,0,0,0,0,0,0.3497536945812808,0,0.31527093596059114,0.9014778325123152,0.09359605911330048
245,2014-12-31,2014,I,Accommodation and food service activities,20404,25100,28900,31800,35300,33.40408163265306,NA,340.3585795617143,0.4,0.2122448979591837,0.00816326530612245,0.31020408163265306,0.05714285714285714,0.4040816326530613,0.02040816326530612,0.1795918367346939,0.01224489795918367,0,0.00816326530612245,0.16326530612244897,0.33877551020408164,0.2122448979591837,0.15510204081632653,0.09795918367346938,0.0326530612244898,0,0.9755102040816328,0.00816326530612245,0,0.00816326530612245,0.14285714285714285,0.8,0.05306122448979591,0.00408163265306122,0,0,0,0,0.4163265306122449,0.08571428571428572,0.34285714285714286,0.8693877551020408,0.06938775510204082
327,2013-12-31,2013,J,Information and communication,49009,39200,48300,52800,60900,41.52905198776758,NA,310.68323587327217,0.72782874617737,0.39755351681957185,0,0.07033639143730887,0.03669724770642202,0.22324159021406728,0.03058103975535168,0.4434250764525994,0.18042813455657492,0.00611620795107033,0.0091743119266055,0.01529051987767584,0.16819571865443425,0.3180428134556575,0.2691131498470948,0.1651376146788991,0.06422018348623854,0,0.963302752293578,0.00305810397553516,0,0.03058103975535168,0.1162079510703364,0.8837920489296636,0,0,0,0,0,0,0.20795107033639143,0,0.5535168195718655,0.9480122324159022,0.05198776758409786
303,2014-12-31,2014,J,Information and communication,51604,40100,49800,54100,62600,42.51155115511551,NA,314.2495791690099,0.7458745874587459,0.37623762376237624,0,0.0627062706270627,0.0363036303630363,0.2508250825082508,0.0099009900990099,0.44224422442244227,0.18811881188118812,0.0099009900990099,0,0.0132013201320132,0.1188118811881188,0.3234323432343234,0.32673267326732675,0.1353135313531353,0.07920792079207921,0.0033003300330033,0.9636963696369636,0.0033003300330033,0,0.0264026402640264,0.0924092409240924,0.834983498349835,0.066006600660066,0.0033003300330033,0,0,0.0033003300330033,0,0.2145214521452145,0.1353135313531353,0.49834983498349833,0.8943894389438944,0.033003300330033
189,2013-12-31,2013,K,Financial and insurance activities,39673,37600,46500,56700,63000,44.02116402116402,NA,306.7423012328042,0.4973544973544973,0.6031746031746031,0,0.06878306878306878,0.07936507936507936,0.20105820105820105,0.04232804232804232,0.43915343915343913,0.1693121693121693,0,0,0.01058201058201058,0.1111111111111111,0.291005291005291,0.2804232804232804,0.21164021164021163,0.09523809523809525,0,0.9047619047619048,0.00529100529100529,0,0.06349206349206349,0.12169312169312169,0.8783068783068783,0,0,0,0,0,0,0.42328042328042326,0,0.25396825396825395,0.9735449735449736,0.02645502645502645
197,2014-12-31,2014,K,Financial and insurance activities,39100,38900,48300,59100,65500,44.52791878172589,NA,303.6389311806091,0.4873096446700508,0.6649746192893401,0,0.09137055837563451,0.06598984771573604,0.2182741116751269,0.06091370558375635,0.4365482233502538,0.12690355329949238,0,0,0.01015228426395939,0.12690355329949238,0.2436548223350254,0.25380710659898476,0.29949238578680204,0.06091370558375635,0.00507614213197969,0.934010152284264,0.00507614213197969,0,0.05076142131979695,0.116751269035533,0.868020304568528,0.01522842639593908,0,0,0,0,0,0.3197969543147208,0.25888324873096447,0.30456852791878175,0.9746192893401016,0.01015228426395939
68,2013-12-31,2013,L,Real estate activities,6774,32500,41700,50400,58700,42.044117647058826,NA,301.2857800610294,0.6176470588235294,0.16176470588235295,0,0.16176470588235295,0.07352941176470588,0.3382352941176471,0.07352941176470588,0.3235294117647059,0.02941176470588235,0,0,0,0.2647058823529412,0.2058823529411765,0.25,0.16176470588235295,0.10294117647058824,0.01470588235294117,0.9852941176470588,0.01470588235294117,0,0,0.1323529411764706,0.8676470588235294,0,0,0,0,0,0,0.2058823529411765,0,0.6176470588235294,0.9705882352941176,0.02941176470588235
93,2014-12-31,2014,L,Real estate activities,7033,32800,42000,51600,61000,45.526881720430104,NA,317.8917851123656,0.6021505376344086,0.1720430107526882,0,0.12903225806451613,0.08602150537634409,0.3010752688172043,0.04301075268817204,0.3548387096774194,0.08602150537634409,0,0,0.01075268817204301,0.1720430107526882,0.2043010752688172,0.2043010752688172,0.24731182795698925,0.15053763440860216,0.01075268817204301,0.989247311827957,0,0,0.01075268817204301,0.10752688172043012,0.7419354838709677,0.13978494623655913,0,0,0.01075268817204301,0,0,0.11827956989247312,0.10752688172043012,0.5483870967741935,0.8172043010752689,0.03225806451612903
452,2013-12-31,2013,M,"Professional, scientific and technical activities",62526,38300,47400,52800,61900,44.11946902654867,NA,293.74477612836284,0.6261061946902655,0.3716814159292035,0.00221238938053097,0.0420353982300885,0.06637168141592921,0.2013274336283186,0.03982300884955752,0.3694690265486726,0.24778761061946905,0.02654867256637168,0.00442477876106194,0.01769911504424778,0.13495575221238937,0.2411504424778761,0.29646017699115046,0.1946902654867257,0.11061946902654868,0.00442477876106194,0.9292035398230089,0,0,0.06637168141592921,0.10176991150442478,0.8982300884955752,0,0,0,0,0,0,0.17256637168141592,0,0.5309734513274337,0.9513274336283186,0.04646017699115044
509,2014-12-31,2014,M,"Professional, scientific and technical activities",65538,39600,48800,53900,63300,44.00392927308448,NA,307.2183690165619,0.6267190569744597,0.3693516699410609,0,0.07072691552062868,0.05893909626719057,0.18271119842829076,0.03143418467583497,0.33595284872298625,0.28487229862475444,0.03536345776031434,0,0.01571709233791748,0.15324165029469547,0.24950884086444008,0.26129666011787817,0.21021611001964635,0.10609037328094302,0.00392927308447937,0.925343811394892,0.00196463654223968,0,0.07072691552062868,0.09233791748526522,0.7721021611001965,0.11787819253438114,0.01571709233791748,0,0.00196463654223968,0,0,0.14341846758349705,0.1237721021611002,0.4675834970530452,0.8408644400785854,0.02554027504911591
335,2013-12-31,2013,N,Administrative and support service activities,47469,27300,31200,35700,38500,40.39402985074627,NA,309.74470798973135,0.573134328358209,0.3283582089552239,0.01492537313432835,0.21194029850746268,0.07761194029850746,0.3701492537313433,0.05671641791044776,0.1970149253731343,0.04776119402985075,0,0.02388059701492537,0.04776119402985075,0.21791044776119403,0.2208955223880597,0.26865671641791045,0.1880597014925373,0.05671641791044776,0,0.8029850746268656,0.1582089552238806,0.00597014925373134,0.00597014925373134,0.1164179104477612,0.8835820895522388,0,0,0,0,0,0,0.3074626865671642,0,0.2835820895522388,0.8626865671641791,0.12835820895522387
361,2014-12-31,2014,N,Administrative and support service activities,50104,28300,32200,36900,40000,41.908587257617725,NA,316.95784919709143,0.5429362880886427,0.3296398891966759,0.00277008310249307,0.22437673130193905,0.10249307479224376,0.3601108033240997,0.06094182825484764,0.2077562326869806,0.03878116343490304,0,0.00277008310249307,0.0221606648199446,0.22714681440443213,0.2188365650969529,0.2659279778393352,0.1745152354570637,0.08587257617728532,0.00554016620498615,0.853185595567867,0.12465373961218836,0.0110803324099723,0.00554016620498615,0.14127423822714685,0.7562326869806094,0.0886426592797784,0.01385041551246537,0,0,0,0,0.3268698060941828,0.08310249307479224,0.3157894736842105,0.7673130193905817,0.11911357340720222
583,2013-12-31,2013,O,Public administration and defence; compulsory social security,116351,35600,40900,43400,48000,45.38765008576329,NA,290.8638464324528,0.49056603773584906,0.8284734133790738,0,0.0686106346483705,0.08747855917667238,0.2195540308747856,0.05660377358490566,0.3670668953687822,0.1955403087478559,0.00514579759862778,0,0.02915951972555746,0.1269296740994854,0.1680960548885077,0.29845626072041165,0.25900514579759865,0.11663807890222984,0.00171526586620926,0.01543739279588336,0.2933104631217839,0.04288164665523156,0.6466552315608919,0.1234991423670669,0.8644939965694682,0,0,0,0,0,0.01200686106346483,0.01200686106346483,0,0,0.9296740994854202,0.05831903945111492
601,2014-12-31,2014,O,Public administration and defence; compulsory social security,119313,36900,42400,45000,49800,45.84692179700499,NA,296.2579269055075,0.4891846921797005,0.8502495840266223,0.0016638935108153,0.05158069883527454,0.07986688851913477,0.2129783693843594,0.05823627287853577,0.3793677204658902,0.2113144758735441,0.00499168053244592,0,0.00998336106489184,0.1314475873544093,0.1713810316139767,0.3144758735440932,0.2612312811980033,0.108153078202995,0.00332778702163061,0.00998336106489184,0.28618968386023297,0.05490848585690516,0.64891846921797,0.14309484193011648,0.8535773710482529,0,0,0,0,0,0.00332778702163061,0.00998336106489184,0.0016638935108153,0.0016638935108153,0.9384359400998336,0.05490848585690516
781,2013-12-31,2013,P,Education,113390,36900,41100,41900,45100,45.68629961587708,NA,280.38924376555696,0.35723431498079383,0.8156209987195903,0,0.05121638924455826,0.03969270166453265,0.11395646606914211,0.01024327784891165,0.5492957746478874,0.1946222791293214,0.03969270166453265,0.00128040973111395,0.01024327784891165,0.13188220230473752,0.20102432778489115,0.26504481434058896,0.2727272727272727,0.11523687580025609,0.00384122919334186,0.09603072983354674,0.5390524967989757,0.16901408450704225,0.19206145966709348,0.14852752880921896,0.8514724711907811,0,0,0,0,0,0,0.03841229193341869,0,0.03329065300896287,0.882202304737516,0.11651728553137004
776,2014-12-31,2014,P,Education,114905,38400,42700,43500,46900,46.172680412371136,NA,296.7735081041366,0.3853092783505155,0.8144329896907216,0,0.04510309278350515,0.04252577319587629,0.10051546391752578,0.01030927835051546,0.5902061855670103,0.17396907216494845,0.03608247422680412,0.00128865979381443,0.01288659793814433,0.10695876288659792,0.21520618556701032,0.2693298969072165,0.25773195876288657,0.13659793814432988,0.00128865979381443,0.07603092783505154,0.5528350515463918,0.18298969072164947,0.18427835051546393,0.1713917525773196,0.8118556701030928,0.01417525773195876,0.00257731958762886,0,0,0,0,0.01675257731958763,0.01030927835051546,0.03350515463917526,0.8788659793814433,0.10438144329896908
1715,2013-12-31,2013,Q,Human health and social work activities,187378,31200,36200,38400,41100,42.37900874635569,NA,297.4345322024315,0.16676384839650146,0.7288629737609329,0.00116618075801749,0.13119533527696792,0.0956268221574344,0.2664723032069971,0.01224489795918367,0.40699708454810496,0.07871720116618076,0.00408163265306122,0.00349854227405247,0.02682215743440233,0.18542274052478133,0.2454810495626822,0.2565597667638484,0.19825072886297376,0.08571428571428572,0.00174927113702623,0.1912536443148688,0.5405247813411078,0.02332361516034985,0.2402332361516035,0.17259475218658893,0.8274052478134111,0,0,0,0,0,0,0.11253644314868803,0,0.03965014577259475,0.8816326530612245,0.11486880466472305
1672,2014-12-31,2014,Q,Human health and social work activities,192116,32300,37500,39800,42900,43.52511961722488,NA,309.75787863993423,0.18839712918660287,0.7422248803827751,0.00179425837320574,0.11722488038277512,0.08851674641148326,0.263755980861244,0.01016746411483253,0.4354066985645933,0.07715311004784689,0.00478468899521531,0.00119617224880382,0.01854066985645933,0.1680622009569378,0.22966507177033493,0.26973684210526316,0.21351674641148324,0.09569377990430622,0.00478468899521531,0.22188995215311005,0.5185406698564593,0.02631578947368421,0.22547846889952153,0.1465311004784689,0.8265550239234449,0.02212918660287081,0.00418660287081339,5.980861244019139e-4,0,0,0,0.12260765550239236,0.02452153110047847,0.03708133971291866,0.8875598086124402,0.08253588516746412
112,2013-12-31,2013,R,"Arts, entertainment and recreation",12208,31100,36300,38400,43200,38.410714285714285,NA,315.88706355910716,0.4017857142857143,0.36607142857142855,0,0.20535714285714285,0.03571428571428571,0.3928571428571429,0.00892857142857142,0.26785714285714285,0.0625,0,0.02678571428571428,0.125,0.21428571428571427,0.20535714285714285,0.22321428571428573,0.16964285714285715,0.0625,0,0.7321428571428571,0.17857142857142858,0,0.04464285714285714,0.13392857142857142,0.8660714285714286,0,0,0,0,0,0,0.2857142857142857,0,0.30357142857142855,0.9107142857142856,0.08035714285714286
165,2014-12-31,2014,R,"Arts, entertainment and recreation",12973,32500,37500,39600,44700,40.09090909090909,NA,329.5849053861212,0.4484848484848485,0.3212121212121212,0,0.16363636363636364,0.04848484848484848,0.32727272727272727,0.0303030303030303,0.30303030303030304,0.11515151515151516,0,0.01212121212121212,0.10909090909090909,0.20606060606060608,0.21212121212121213,0.17575757575757575,0.16363636363636364,0.12121212121212122,0.01212121212121212,0.7818181818181819,0.14545454545454545,0.00606060606060606,0.05454545454545454,0.09090909090909093,0.6363636363636364,0.24242424242424243,0.0303030303030303,0,0,0,0,0.15151515151515152,0.06060606060606061,0.24848484848484848,0.6484848484848484,0.06060606060606061
132,2013-12-31,2013,S,Other service activities,14013,27300,35600,38200,45700,41.628787878787875,NA,289.64489086772727,0.3787878787878788,0.42424242424242425,0,0.24242424242424243,0.03787878787878788,0.2803030303030303,0.02272727272727272,0.2348484848484849,0.1590909090909091,0,0.02272727272727272,0.04545454545454545,0.20454545454545456,0.2272727272727273,0.24242424242424243,0.16666666666666666,0.09090909090909093,0.02272727272727272,0.803030303030303,0.08333333333333333,0.00757575757575757,0.09090909090909093,0.08333333333333333,0.9166666666666666,0,0,0,0,0,0,0.32575757575757575,0,0.3181818181818182,0.9393939393939394,0.06060606060606061
173,2014-12-31,2014,S,Other service activities,14556,27500,36200,38900,46500,44.72832369942196,NA,303.5029519415029,0.36416184971098264,0.37572254335260113,0,0.1965317919075145,0.05780346820809248,0.3988439306358382,0.02312138728323699,0.16184971098265896,0.13872832369942195,0.01734104046242774,0.00578034682080924,0.05780346820809248,0.15606936416184972,0.1907514450867052,0.18497109826589592,0.24855491329479767,0.15028901734104047,0.01156069364161849,0.8439306358381503,0.07514450867052024,0,0.07514450867052024,0.09826589595375725,0.7283236994219653,0.16184971098265896,0.01156069364161849,0,0,0,0,0.27167630057803466,0.09248554913294796,0.2658959537572254,0.7803468208092486,0.04624277456647398
